task_name,priority,category,deadline_gap,estimated_time,actual_time,status,completion_rate,created_at
Write API documentation,Low,Work,13,1.87,2.42,Completed,1.29,2025-12-11 19:01:52
Prepare sales forecast,Low,Work,16,3.24,2.78,Completed,0.86,2026-01-06 12:50:23
Write research summary,Low,Study,21,0.5,0.63,Completed,1.26,2026-01-12 08:48:29
Attend stakeholder meeting,Medium,Work,9,0.5,0.6,Completed,1.2,2025-12-15 22:22:16
Plan commute route,Medium,Personal,4,1.6,2.11,Completed,1.32,2026-03-31 07:54:01
Review technical whitepaper,Medium,Study,6,3.38,2.95,Completed,0.87,2026-02-03 02:10:24
Schedule team outing,High,Personal,3,1.24,1.24,Completed,1.0,2026-01-24 20:14:32
File expense reports,High,Personal,4,1.38,1.61,Completed,1.17,2026-03-26 07:03:20
Write API documentation,High,Work,1,0.5,0.48,Completed,0.96,2026-03-16 05:14:44
Refactor authentication module,Medium,Work,13,3.38,4.08,Completed,1.21,2025-12-29 07:14:03
Attend stakeholder meeting,High,Work,4,2.29,2.75,Completed,1.2,2026-03-01 10:02:36
Clean inbox,Medium,Personal,9,3.9,4.16,Completed,1.07,2026-01-31 17:15:46
Organize digital files,Medium,Personal,10,1.52,1.34,Completed,0.88,2025-11-01 23:29:05
Optimize database query,Medium,Work,14,1.21,1.02,Completed,0.84,2026-02-19 07:14:02
Practice coding problems,Low,Study,27,1.31,2.26,Completed,1.73,2025-12-07 23:33:11
Meditation session,Medium,Health,8,0.63,0.67,Completed,1.06,2026-03-27 09:07:51
Review technical whitepaper,High,Study,6,4.55,6.04,Completed,1.33,2026-01-12 07:19:57
Debug production issue,High,Work,4,0.5,0.56,Completed,1.12,2026-03-05 06:07:37
Analyze dataset,High,Study,7,2.05,2.32,Completed,1.13,2026-02-17 11:15:50
Optimize database query,Low,Work,26,4.15,5.52,Completed,1.33,2025-11-28 08:18:25
Meditation session,Low,Health,28,1.78,2.74,Completed,1.54,2026-01-13 23:27:48
Process invoices,Low,Work,8,3.21,5.23,Completed,1.63,2025-12-05 17:03:07
Conduct team standup,Medium,Work,4,2.28,1.85,Completed,0.81,2026-01-26 17:18:02
Write API documentation,Medium,Work,3,0.74,1.04,Completed,1.41,2026-02-25 03:19:11
Meal prep,Medium,Health,12,1.85,2.6,Completed,1.41,2025-12-21 21:44:50
Plan weekly schedule,High,Personal,4,9.5,8.77,Completed,0.92,2026-04-14 08:12:36
Yoga practice,Low,Health,30,3.27,3.87,Completed,1.18,2026-03-25 03:39:28
Morning workout,High,Health,6,2.97,3.25,Completed,1.09,2026-01-10 16:13:12
Write test cases,Low,Work,20,4.76,6.4,Completed,1.34,2025-11-05 12:26:57
Analyze dataset,Low,Study,15,0.53,0.77,Completed,1.45,2026-01-24 14:02:58
Review technical whitepaper,Low,Study,27,1.97,3.35,Completed,1.7,2026-01-16 11:22:44
Write test cases,Low,Work,16,2.16,4.68,Completed,2.0,2026-04-01 12:49:58
Conduct code review,High,Work,4,4.07,4.42,Completed,1.09,2026-03-09 00:29:55
Organize digital files,Medium,Personal,12,0.63,0.77,Completed,1.22,2025-11-03 08:31:28
Analyze user metrics,Medium,Work,4,1.89,2.4,Completed,1.27,2026-04-13 22:17:46
Gym session,Low,Health,20,7.89,8.57,Completed,1.09,2026-02-20 11:39:11
Review lecture notes,Medium,Study,12,0.78,0.86,Completed,1.1,2026-03-22 02:52:38
Write test cases,High,Work,7,3.81,4.97,Completed,1.3,2025-11-05 12:24:08
Write API documentation,Low,Work,30,3.3,3.2,Completed,0.97,2025-11-12 14:19:50
Review insurance documents,High,Personal,4,1.72,2.43,Completed,1.41,2026-01-26 19:24:32
Review technical whitepaper,High,Study,6,3.34,3.95,Completed,1.18,2026-02-05 17:26:49
Debug production issue,High,Work,2,3.29,4.38,Completed,1.33,2025-12-31 14:27:27
Practice coding problems,Low,Study,27,1.58,1.84,Completed,1.16,2025-10-27 10:36:03
Plan weekly schedule,Low,Personal,15,1.9,2.86,Completed,1.51,2025-11-05 13:21:47
Analyze user metrics,Low,Work,30,7.72,12.08,Completed,1.56,2026-01-04 19:45:51
Attend stakeholder meeting,High,Work,2,1.21,1.58,Completed,1.31,2025-11-21 07:30:33
Analyze dataset,Low,Study,18,1.87,2.89,Completed,1.55,2026-01-10 16:41:10
Prepare sales forecast,High,Work,6,3.05,3.87,Completed,1.27,2026-01-06 21:03:26
Read documentation,High,Study,5,1.8,2.2,Completed,1.22,2026-03-19 12:36:49
Yoga practice,High,Health,5,3.87,4.56,Completed,1.18,2026-03-13 10:19:18
Write research summary,Low,Study,16,6.11,9.19,Completed,1.5,2025-11-26 19:03:13
Review insurance documents,Low,Personal,21,5.77,2.88,Completed,0.5,2025-10-31 08:33:28
Set up CI pipeline,High,Work,4,1.87,2.09,Completed,1.12,2026-01-21 02:48:44
Attend stakeholder meeting,Low,Work,13,2.92,3.03,Completed,1.04,2025-12-15 01:11:17
File expense reports,High,Personal,1,0.5,0.56,Completed,1.12,2026-03-06 20:17:38
Write API documentation,High,Work,3,1.56,1.74,Completed,1.12,2026-02-23 22:46:17
Schedule doctor appointment,High,Health,6,1.02,0.96,Completed,0.94,2026-02-03 05:39:25
Update contact list,High,Personal,7,0.78,0.82,Completed,1.05,2026-03-05 06:50:51
Update personal budget,High,Personal,1,8.69,10.05,Completed,1.16,2026-04-04 18:08:52
Prepare healthy lunch,Low,Health,17,3.42,6.51,Completed,1.9,2026-04-14 22:43:24
Debug production issue,High,Work,7,0.63,0.75,Completed,1.19,2025-12-11 02:19:52
Write API documentation,High,Work,1,0.78,1.05,Completed,1.35,2026-01-04 07:52:33
Analyze dataset,High,Study,2,1.16,1.3,Completed,1.12,2026-03-07 03:38:37
Review pull request,Medium,Work,13,0.5,0.62,Completed,1.24,2025-12-17 05:51:00
Conduct team standup,Low,Work,21,2.45,3.91,Completed,1.6,2026-03-22 12:00:27
Review lecture notes,Low,Study,19,0.7,1.33,Completed,1.9,2026-03-30 21:09:47
Conduct code review,High,Work,4,2.36,2.44,Completed,1.03,2026-04-01 12:51:19
Schedule doctor appointment,High,Health,6,0.5,0.52,Completed,1.04,2026-03-08 01:44:22
Debug production issue,High,Work,5,1.67,1.99,Completed,1.19,2025-11-05 22:14:44
Deploy to staging,High,Work,4,3.27,3.06,Completed,0.94,2026-01-31 00:48:23
Analyze dataset,Medium,Study,4,0.57,0.52,Completed,0.91,2026-03-15 15:44:05
Prepare sales forecast,Medium,Work,13,0.5,0.52,Completed,1.04,2026-01-07 16:51:35
Update project timeline,Medium,Work,7,1.51,2.1,Completed,1.39,2026-02-23 10:10:11
Evening run,Medium,Health,12,0.5,0.5,Completed,1.0,2026-03-25 08:00:41
Attend stakeholder meeting,Medium,Work,14,0.5,0.63,Completed,1.26,2025-11-04 16:02:22
Plan weekly schedule,Medium,Personal,10,0.5,0.81,Completed,1.62,2025-12-10 10:52:49
Process invoices,Medium,Work,8,1.64,1.9,Completed,1.16,2026-04-10 21:23:21
Update personal budget,Medium,Personal,9,0.5,0.41,Completed,0.82,2026-03-29 02:31:41
Learn new framework,High,Study,4,0.5,0.5,Completed,1.0,2025-12-29 00:47:51
Analyze dataset,High,Study,1,0.5,0.48,Completed,0.96,2025-11-10 16:06:26
Write API documentation,High,Work,5,2.11,2.48,Completed,1.18,2026-04-01 16:10:24
Organize digital files,Low,Personal,9,0.5,0.99,Completed,1.98,2025-12-30 12:26:38
Organize digital files,Low,Personal,28,0.5,0.66,Completed,1.32,2026-02-18 11:18:48
Prepare sales forecast,Low,Work,21,0.65,0.72,Completed,1.11,2026-04-03 03:18:16
Create sprint backlog,Low,Work,15,1.46,1.89,Completed,1.29,2025-12-22 04:44:44
Write API documentation,Low,Work,16,2.17,2.52,Completed,1.16,2025-10-17 19:21:02
Organize digital files,Low,Personal,24,0.5,0.37,Completed,0.74,2026-01-23 00:28:22
Schedule team outing,Medium,Personal,9,0.5,0.55,Completed,1.1,2026-03-28 15:21:12
Plan commute route,Low,Personal,9,0.6,0.76,Completed,1.27,2026-01-06 07:13:00
Conduct code review,Low,Work,16,0.64,0.78,Completed,1.22,2026-02-21 05:27:37
Write API documentation,Low,Work,26,0.5,0.92,Completed,1.84,2026-03-02 11:31:30
Review pull request,High,Work,5,0.5,0.52,Completed,1.04,2025-11-19 04:38:06
Update CRM records,High,Work,4,0.5,0.49,Completed,0.98,2026-01-17 05:06:49
Write test cases,High,Work,4,1.14,1.24,Completed,1.09,2025-12-29 01:21:54
Learn new framework,Low,Study,22,3.04,3.65,Completed,1.2,2025-12-28 06:10:30
Review insurance documents,Low,Personal,22,0.5,0.72,Completed,1.44,2026-04-07 23:53:27
Set up CI pipeline,High,Work,3,4.34,4.2,Completed,0.97,2025-12-12 16:33:24
Optimize database query,Low,Work,10,1.84,2.42,Completed,1.32,2025-11-11 20:00:44
Write test cases,High,Work,4,2.68,3.23,Completed,1.21,2025-10-21 11:48:29
Create sprint backlog,Medium,Work,9,1.99,2.37,Completed,1.19,2026-03-12 21:43:36
Review quarterly report,High,Work,6,1.03,1.01,Completed,0.98,2026-02-05 20:40:39
Analyze user metrics,High,Work,3,2.06,1.87,Completed,0.91,2025-12-01 22:06:59
Set up CI pipeline,High,Work,2,0.56,0.71,Completed,1.27,2026-01-07 17:07:28
Draft email campaign,High,Work,3,1.6,1.97,Completed,1.23,2026-01-10 22:02:50
Review pull request,High,Work,5,3.66,3.93,Completed,1.07,2026-03-23 04:43:20
Plan weekly schedule,Low,Personal,22,1.63,1.95,Completed,1.2,2025-10-29 14:37:28
Update CRM records,Low,Work,23,0.5,0.48,Completed,0.96,2026-02-26 05:55:30
Analyze dataset,Low,Study,27,2.58,3.54,Completed,1.37,2026-02-22 00:38:22
Update contact list,Low,Personal,19,4.08,6.69,Completed,1.64,2026-01-18 16:11:58
Clean inbox,Low,Personal,27,0.5,0.8,Completed,1.6,2026-03-13 13:31:14
Learn new framework,Low,Study,14,1.29,2.23,Completed,1.73,2025-11-24 18:58:35
Plan commute route,Low,Personal,20,1.01,0.94,Completed,0.93,2026-01-25 06:47:51
Update CRM records,Low,Work,19,0.55,0.57,Completed,1.04,2026-02-07 13:57:31
Organize digital files,Low,Personal,10,1.86,2.05,Completed,1.1,2025-11-27 15:29:33
Complete online course module,High,Study,5,6.23,8.53,Completed,1.37,2026-04-12 16:47:26
Review lecture notes,High,Study,6,0.5,0.64,Completed,1.28,2025-12-05 05:37:25
Conduct code review,High,Work,7,0.89,1.03,Completed,1.16,2026-03-28 16:49:21
Stretching routine,High,Health,4,0.5,0.59,Completed,1.18,2026-01-21 00:49:43
Conduct team standup,Low,Work,11,0.5,0.7,Completed,1.4,2026-02-07 08:53:05
Review technical whitepaper,Low,Study,15,1.99,2.72,Completed,1.37,2026-01-04 05:10:56
Create sprint backlog,Low,Work,13,0.5,0.75,Completed,1.5,2025-11-21 01:34:55
Schedule team outing,Low,Personal,26,1.56,1.91,Completed,1.22,2025-10-28 23:01:13
Update personal budget,Low,Personal,30,1.98,2.51,Completed,1.27,2026-01-05 01:55:22
Complete online course module,Low,Study,24,2.07,2.6,Completed,1.26,2026-04-10 05:11:18
Analyze user metrics,Low,Work,21,1.6,2.4,Completed,1.5,2026-03-23 09:43:30
Practice coding problems,Low,Study,21,0.68,0.59,Completed,0.87,2026-03-02 22:56:29
Organize workspace,High,Personal,5,2.65,3.39,Completed,1.28,2025-12-26 11:30:09
Plan commute route,Low,Personal,20,2.68,3.78,Completed,1.41,2026-03-19 16:10:41
Study research paper,Low,Study,13,1.07,1.67,Completed,1.56,2025-12-26 23:56:11
Set up CI pipeline,Low,Work,8,0.85,0.97,Completed,1.14,2025-11-17 10:32:17
Meal prep,High,Health,1,2.79,2.85,Completed,1.02,2025-12-03 16:59:00
Draft email campaign,High,Work,6,3.26,4.13,Completed,1.27,2026-01-22 12:17:28
Process invoices,High,Work,5,2.78,2.54,Completed,0.91,2025-12-09 22:43:32
Prepare presentation slides,Low,Study,20,3.47,4.27,Completed,1.23,2025-11-02 12:45:49
Refactor authentication module,Low,Work,7,0.5,0.67,Completed,1.34,2025-12-03 01:09:51
Schedule doctor appointment,Low,Health,12,2.38,2.71,Completed,1.14,2026-01-16 11:51:42
Write test cases,High,Work,5,2.34,2.49,Completed,1.06,2026-01-18 04:22:28
Learn new framework,High,Study,6,4.34,4.61,Completed,1.06,2025-12-19 11:21:10
Create sprint backlog,Medium,Work,11,0.5,0.4,Completed,0.8,2026-03-30 13:56:20
Write test cases,Medium,Work,14,12.15,12.27,Completed,1.01,2026-01-27 16:07:49
Update contact list,High,Personal,1,38.27,34.46,Completed,0.9,2026-02-15 13:19:29
Review insurance documents,High,Personal,4,0.76,0.68,Completed,0.89,2026-04-10 10:23:39
Read documentation,High,Study,2,2.22,2.66,Completed,1.2,2026-02-20 00:18:45
Study research paper,High,Study,6,2.08,1.95,Completed,0.94,2025-12-20 05:40:32
Create sprint backlog,Low,Work,7,6.49,8.97,Completed,1.38,2026-01-23 12:09:54
Review technical whitepaper,High,Study,3,0.5,0.53,Completed,1.06,2026-01-20 12:10:44
Attend stakeholder meeting,High,Work,3,4.82,5.17,Completed,1.07,2025-12-02 09:28:09
Prepare healthy lunch,Low,Health,26,0.5,0.54,Completed,1.08,2026-01-01 20:40:51
Prepare sales forecast,Medium,Work,14,4.86,8.43,Completed,1.73,2026-02-12 07:25:38
Update personal budget,Low,Personal,11,15.53,24.16,Completed,1.56,2025-11-14 05:53:32
Plan weekly schedule,Low,Personal,19,0.5,0.86,Completed,1.72,2026-03-13 15:08:50
Morning workout,Low,Health,14,0.5,0.84,Completed,1.68,2025-10-19 19:49:03
Update project timeline,Medium,Work,8,2.32,2.7,Completed,1.16,2026-04-02 00:32:58
Review technical whitepaper,High,Study,7,16.16,16.69,Completed,1.03,2026-01-17 03:04:17
Review technical whitepaper,Low,Study,29,0.5,0.82,Completed,1.64,2025-12-04 00:33:19
Plan weekly schedule,Low,Personal,17,0.92,1.39,Completed,1.51,2025-12-05 18:03:47
Conduct code review,Low,Work,19,3.78,3.96,Completed,1.05,2026-02-26 08:19:43
Prepare client proposal,Low,Work,23,2.03,3.75,Completed,1.85,2025-11-16 21:04:46
Write research summary,Low,Study,22,3.25,3.43,Completed,1.06,2026-04-05 04:27:14
Prepare client proposal,Low,Work,26,0.84,0.94,Completed,1.12,2025-12-24 08:41:44
Prepare sales forecast,High,Work,3,1.17,1.33,Completed,1.14,2025-11-29 07:48:18
Update personal budget,Low,Personal,12,2.1,2.94,Completed,1.4,2026-04-04 01:46:34
Attend stakeholder meeting,Low,Work,20,0.72,0.92,Completed,1.28,2025-11-22 06:36:19
Process invoices,Medium,Work,14,7.54,9.32,Completed,1.24,2026-02-14 05:15:13
Conduct code review,Low,Work,13,2.85,2.28,Completed,0.8,2026-03-22 11:09:51
Complete online course module,Low,Study,27,1.82,1.98,Completed,1.09,2026-04-12 11:36:01
Write API documentation,Low,Work,13,2.3,3.12,Completed,1.36,2025-10-27 20:22:14
Attend stakeholder meeting,Medium,Work,12,8.69,10.57,Completed,1.22,2026-02-08 19:48:17
Evening run,Low,Health,18,49.11,69.81,Completed,1.42,2026-02-10 20:38:42
Set up CI pipeline,Medium,Work,6,0.5,0.61,Completed,1.22,2026-04-11 05:22:11
Update CRM records,Medium,Work,5,0.99,1.23,Completed,1.24,2026-04-01 03:42:26
Conduct team standup,Low,Work,27,0.91,0.97,Completed,1.07,2025-10-30 04:32:02
Refactor authentication module,Low,Work,7,1.5,1.98,Completed,1.32,2026-02-07 00:13:38
Review lecture notes,Low,Study,23,2.79,3.22,Completed,1.15,2025-10-31 05:42:49
Prepare sales forecast,Medium,Work,11,0.5,0.55,Completed,1.1,2026-02-11 18:49:37
Update personal budget,Low,Personal,19,0.5,0.72,Completed,1.44,2026-01-23 21:55:12
Debug production issue,Low,Work,7,0.5,0.48,Completed,0.96,2026-02-02 01:48:09
Update CRM records,Low,Work,9,15.5,28.53,Completed,1.84,2025-12-26 12:51:30
Process invoices,High,Work,1,0.5,0.55,Completed,1.1,2025-11-23 15:26:26
Review insurance documents,High,Personal,2,2.56,3.39,Completed,1.32,2025-10-28 03:44:14
Update CRM records,High,Work,3,2.85,3.6,Completed,1.26,2026-02-04 22:35:52
Plan weekly schedule,Medium,Personal,11,8.75,7.86,Completed,0.9,2026-02-01 04:31:18
Prepare healthy lunch,Low,Health,7,2.45,3.91,Completed,1.6,2026-04-05 11:36:24
Write test cases,Low,Work,20,4.84,5.31,Completed,1.1,2025-12-16 13:40:50
Draft email campaign,Medium,Work,5,10.13,14.11,Completed,1.39,2026-02-19 08:26:17
Stretching routine,Medium,Health,7,1.16,1.3,Completed,1.12,2026-01-14 14:26:00
Refactor authentication module,Low,Work,17,0.5,0.64,Completed,1.28,2025-12-30 16:32:21
Write test cases,Low,Work,8,0.5,0.69,Completed,1.38,2026-01-02 00:09:18
Schedule doctor appointment,Low,Health,16,0.5,0.68,Completed,1.36,2026-02-16 09:02:31
Conduct team standup,High,Work,7,0.5,0.46,Completed,0.92,2025-11-13 16:34:35
Practice coding problems,Low,Study,28,0.5,0.44,Completed,0.88,2026-04-13 20:23:08
Write test cases,High,Work,6,3.26,3.65,Completed,1.12,2026-04-02 17:44:09
Review quarterly report,Medium,Work,8,1.54,1.97,Completed,1.28,2025-12-24 13:00:45
Schedule team outing,Medium,Personal,8,0.5,0.73,Completed,1.46,2026-03-01 23:40:12
Update contact list,Medium,Personal,11,0.5,0.66,Completed,1.32,2025-11-28 02:31:22
Meal prep,Low,Health,29,0.74,1.06,Completed,1.43,2026-02-08 02:56:07
Deploy to staging,Low,Work,22,0.66,0.95,Completed,1.44,2025-11-30 15:04:00
Organize workspace,Low,Personal,25,0.97,1.54,Completed,1.59,2026-03-03 16:15:14
Prepare sales forecast,Low,Work,9,2.37,1.61,Completed,0.68,2026-03-08 22:00:52
Morning workout,High,Health,7,0.5,0.63,Completed,1.26,2026-02-09 20:11:23
Draft email campaign,Medium,Work,7,1.25,1.53,Completed,1.22,2025-10-31 15:01:09
Yoga practice,Low,Health,16,0.5,0.66,Completed,1.32,2025-12-05 13:29:53
Plan weekly schedule,Low,Personal,9,0.5,0.5,Completed,1.0,2025-11-01 05:06:34
Prepare presentation slides,High,Study,2,1.64,1.91,Completed,1.16,2026-02-20 15:02:56
Draft email campaign,Low,Work,14,2.31,3.47,Completed,1.5,2026-01-13 04:13:23
Conduct team standup,Low,Work,24,0.5,0.65,Completed,1.3,2026-03-18 19:02:44
Review quarterly report,Low,Work,14,1.19,0.91,Completed,0.76,2026-02-13 15:26:50
Schedule doctor appointment,High,Health,1,6.91,7.34,Completed,1.06,2025-12-28 15:17:16
Study research paper,Low,Study,24,2.36,3.14,Completed,1.33,2025-11-27 01:00:22
Debug production issue,Low,Work,13,0.77,1.25,Completed,1.62,2026-01-25 18:56:16
Write test cases,High,Work,7,0.5,0.55,Completed,1.1,2026-01-06 17:37:51
Refactor authentication module,High,Work,5,0.5,0.48,Completed,0.96,2026-01-06 04:02:53
Learn new framework,Low,Study,17,1.72,1.47,Completed,0.85,2025-10-25 16:49:47
Prepare sales forecast,High,Work,5,0.5,0.73,Completed,1.46,2026-02-22 11:35:50
Write API documentation,High,Work,7,0.5,0.67,Completed,1.34,2026-01-31 12:25:41
Update project timeline,High,Work,3,0.51,0.52,Completed,1.02,2026-04-13 01:14:56
Process invoices,Medium,Work,6,3.16,4.85,Completed,1.53,2026-02-28 10:35:22
Stretching routine,Medium,Health,10,0.6,0.64,Completed,1.07,2025-11-07 11:28:40
Review technical whitepaper,Medium,Study,10,2.71,3.45,Completed,1.27,2026-04-12 15:44:28
Complete online course module,Low,Study,30,3.09,4.57,Completed,1.48,2026-03-21 23:05:22
Conduct team standup,Low,Work,23,4.15,5.65,Completed,1.36,2025-12-24 06:42:07
Plan weekly schedule,High,Personal,7,1.25,1.44,Completed,1.15,2025-12-14 01:36:44
Conduct code review,High,Work,5,0.7,0.86,Completed,1.23,2025-12-23 00:44:44
Review quarterly report,High,Work,1,1.27,1.55,Completed,1.22,2026-04-04 06:39:24
Update personal budget,Medium,Personal,9,2.78,3.63,Completed,1.31,2026-04-12 15:09:15
Write test cases,Medium,Work,11,2.11,2.0,Completed,0.95,2025-12-13 04:47:23
Clean inbox,Medium,Personal,8,0.53,0.75,Completed,1.42,2026-03-17 17:21:41
Meditation session,Low,Health,14,9.68,6.01,Completed,0.62,2026-03-22 15:42:44
Update contact list,Low,Personal,26,2.04,2.67,Completed,1.31,2026-04-08 12:07:37
Optimize database query,Low,Work,12,0.5,0.51,Completed,1.02,2025-12-10 07:03:34
Optimize database query,Low,Work,11,2.28,4.23,Completed,1.86,2026-04-09 09:37:47
Review lecture notes,Medium,Study,5,13.64,15.79,Completed,1.16,2025-12-30 19:29:49
Create sprint backlog,High,Work,7,3.34,4.06,Completed,1.22,2026-02-13 23:59:02
Plan weekly schedule,Low,Personal,19,3.32,6.36,Completed,1.92,2025-12-17 09:15:40
Optimize database query,Low,Work,23,1.82,3.2,Completed,1.76,2026-01-04 05:16:50
Write test cases,Low,Work,8,0.81,1.07,Completed,1.32,2026-03-12 18:56:26
Write API documentation,Medium,Work,4,0.86,1.23,Completed,1.43,2025-11-01 18:55:01
Plan weekly schedule,Medium,Personal,9,0.69,0.89,Completed,1.29,2026-03-25 02:14:07
Debug production issue,Medium,Work,3,0.5,0.67,Completed,1.34,2026-01-19 23:56:05
Create sprint backlog,Medium,Work,7,1.47,1.4,Completed,0.95,2026-01-14 09:13:20
Meditation session,High,Health,2,0.5,0.55,Completed,1.1,2025-11-19 23:01:24
Plan weekly schedule,High,Personal,5,2.34,3.23,Completed,1.38,2026-01-19 12:00:05
Learn new framework,Low,Study,20,1.81,2.99,Completed,1.65,2025-11-17 22:52:26
Write research summary,Low,Study,24,0.5,1.0,Completed,2.0,2026-02-24 04:04:44
Meal prep,Low,Health,15,2.54,3.26,Completed,1.28,2025-11-10 02:47:16
Draft email campaign,Low,Work,17,1.38,1.26,Completed,0.91,2025-12-15 21:39:12
Deploy to staging,Low,Work,21,0.5,0.98,Completed,1.96,2025-10-23 03:39:37
Review lecture notes,High,Study,4,14.3,13.57,Completed,0.95,2026-02-06 09:18:45
Review insurance documents,Medium,Personal,8,0.5,0.45,Completed,0.9,2025-12-23 02:43:14
Update project timeline,High,Work,7,1.42,1.79,Completed,1.26,2025-12-31 12:35:26
Create sprint backlog,High,Work,6,0.5,0.45,Completed,0.9,2025-12-07 18:31:22
Conduct code review,Low,Work,8,1.91,2.45,Completed,1.28,2025-12-18 04:51:10
Review pull request,Low,Work,25,2.97,3.39,Completed,1.14,2025-12-12 23:39:21
Set up CI pipeline,Low,Work,23,1.08,1.35,Completed,1.25,2025-12-02 18:59:32
Set up CI pipeline,High,Work,1,1.16,1.21,Completed,1.04,2026-03-30 20:29:38
Evening run,High,Health,1,0.5,0.41,Completed,0.82,2025-12-05 17:01:07
Clean inbox,Medium,Personal,8,0.5,0.69,Completed,1.38,2025-12-04 10:50:46
Debug production issue,High,Work,7,2.84,2.92,Completed,1.03,2025-10-21 16:31:21
Conduct team standup,High,Work,5,3.52,3.86,Completed,1.1,2025-12-10 09:39:19
Create sprint backlog,Medium,Work,9,0.5,0.39,Completed,0.78,2025-11-01 15:56:19
Draft email campaign,Medium,Work,6,3.06,3.39,Completed,1.11,2026-01-08 09:46:16
Update contact list,Medium,Personal,3,0.5,0.32,Completed,0.64,2025-11-04 00:02:02
Prepare client proposal,Medium,Work,11,3.53,4.59,Completed,1.3,2025-10-20 19:41:41
Write research summary,High,Study,5,0.57,0.54,Completed,0.95,2026-01-19 08:54:31
Write research summary,High,Study,3,0.79,1.02,Completed,1.29,2025-11-06 12:46:12
Prepare sales forecast,High,Work,3,0.5,0.5,Completed,1.0,2026-04-02 05:36:08
Clean inbox,Medium,Personal,11,4.84,6.41,Completed,1.32,2026-01-31 03:50:57
Study research paper,High,Study,5,1.21,1.21,Completed,1.0,2026-04-05 03:04:00
Complete online course module,High,Study,4,0.98,1.0,Completed,1.02,2026-03-30 20:31:29
Plan commute route,Medium,Personal,6,0.5,0.46,Completed,0.92,2026-01-26 11:44:41
File expense reports,Low,Personal,24,5.14,6.57,Completed,1.28,2026-01-28 14:27:48
Write API documentation,Low,Work,12,1.58,2.14,Completed,1.35,2026-02-21 10:10:46
Study research paper,Low,Study,26,1.77,2.14,Completed,1.21,2026-01-14 06:35:10
Evening run,Low,Health,30,0.5,0.51,Completed,1.02,2025-12-10 06:47:14
Review quarterly report,High,Work,6,0.5,0.47,Completed,0.94,2025-12-30 03:00:43
Plan weekly schedule,Low,Personal,29,0.5,0.37,Completed,0.74,2026-02-25 16:23:52
Plan commute route,High,Personal,7,0.5,0.63,Completed,1.26,2026-01-18 21:11:30
Refactor authentication module,High,Work,4,11.38,11.75,Completed,1.03,2025-12-03 05:32:57
Review lecture notes,Medium,Study,5,6.84,5.39,Completed,0.79,2025-11-26 22:24:47
Review technical whitepaper,Medium,Study,9,3.11,3.65,Completed,1.17,2026-04-02 05:23:38
Review pull request,Medium,Work,6,5.32,6.53,Completed,1.23,2026-04-13 19:35:03
Update contact list,High,Personal,3,0.5,0.56,Completed,1.12,2025-10-27 03:01:27
Attend stakeholder meeting,High,Work,2,1.22,0.94,Completed,0.77,2026-03-30 13:17:48
Write test cases,High,Work,7,3.63,4.16,Completed,1.15,2025-12-07 07:29:45
Review technical whitepaper,Medium,Study,6,47.57,43.22,Completed,0.91,2026-01-16 17:08:04
Track daily nutrients,High,Health,7,2.09,2.64,Completed,1.26,2025-11-05 12:56:31
Conduct code review,High,Work,7,1.43,1.57,Completed,1.1,2026-02-08 20:29:46
Refactor authentication module,High,Work,6,0.5,0.53,Completed,1.06,2026-03-26 18:57:35
Analyze user metrics,Low,Work,26,0.5,0.75,Completed,1.5,2025-11-17 03:33:44
Schedule team outing,Medium,Personal,14,0.5,0.67,Completed,1.34,2025-11-04 05:05:13
Refactor authentication module,Medium,Work,4,0.5,0.57,Completed,1.14,2025-12-13 06:57:39
Write API documentation,Low,Work,9,2.53,2.67,Completed,1.06,2026-01-10 02:33:02
Debug production issue,Low,Work,8,2.58,3.85,Completed,1.49,2026-03-02 08:32:08
Set up CI pipeline,Low,Work,12,1.2,2.05,Completed,1.71,2025-10-25 16:46:01
Debug production issue,Low,Work,25,1.74,2.93,Completed,1.68,2025-11-19 06:27:00
Analyze user metrics,Medium,Work,8,4.31,4.91,Completed,1.14,2026-02-13 02:08:34
Prepare healthy lunch,Low,Health,27,2.86,3.08,Completed,1.08,2025-12-18 18:31:57
Prepare healthy lunch,Low,Health,24,0.5,0.62,Completed,1.24,2025-11-19 06:18:28
Draft email campaign,Medium,Work,7,0.5,0.48,Completed,0.96,2025-12-19 07:59:40
Analyze user metrics,Low,Work,21,2.26,2.53,Completed,1.12,2025-12-25 19:07:20
Update CRM records,Medium,Work,5,51.1,65.14,Completed,1.27,2026-03-31 01:38:18
Write research summary,Low,Study,26,4.29,6.36,Completed,1.48,2026-01-10 09:13:04
Set up CI pipeline,Low,Work,22,3.19,4.6,Completed,1.44,2026-01-08 00:16:42
Prepare client proposal,High,Work,2,1.52,1.94,Completed,1.28,2026-03-09 13:14:16
Prepare client proposal,High,Work,6,2.06,2.33,Completed,1.13,2025-12-04 10:34:52
Update CRM records,Medium,Work,14,1.61,2.15,Completed,1.34,2026-01-21 12:35:37
Deploy to staging,Medium,Work,13,0.5,0.51,Completed,1.02,2025-11-21 11:06:41
Write API documentation,Medium,Work,11,3.44,5.73,Completed,1.67,2026-03-26 21:33:29
Analyze dataset,Medium,Study,8,0.5,0.52,Completed,1.04,2025-12-12 19:40:28
Clean inbox,Medium,Personal,13,2.91,3.88,Completed,1.33,2026-02-14 21:05:17
